ID,c,r_c,r_t,M_V,m_tot,M_bol,M_U,M_B,M_R,M_I,M_J,M_H,M_Ks
4036,0.92,21.11,175.0,-7.906,224493.19,-8.46,-7.119,-7.171,-8.388,-8.871,-9.534,-10.042,-10.13
4037,0.71,9.62,49.46,-2.443,1301.6,-2.982,-1.665,-1.719,-2.92,-3.398,-4.045,-4.534,-4.62
4038,2.11,1.36,175.0,-9.232,796720.12,-9.781,-8.476,-8.514,-9.708,-10.185,-10.832,-11.33,-11.413
4039,0.93,13.89,117.67,-5.702,29819.08,-6.302,-5.067,-5.049,-6.159,-6.625,-7.264,-7.755,-7.841
4040,2.48,0.14,43.33,-2.118,1200.62,-2.641,-1.417,-1.423,-2.58,-3.045,-3.671,-4.139,-4.223
4041,2.01,1.71,175.0,-7.054,105869.4,-7.617,-6.269,-6.318,-7.542,-8.031,-8.693,-9.202,-9.292
4042,0.91,12.62,103.44,-3.636,4302.52,-4.191,-2.866,-2.909,-4.119,-4.602,-5.262,-5.765,-5.854
4043,1.76,1.91,108.65,-2.785,2483.03,-3.295,-2.134,-2.117,-3.234,-3.686,-4.293,-4.745,-4.828
4044,0.59,20.81,80.45,-3.212,3028.29,-3.769,-2.425,-2.475,-3.699,-4.185,-4.848,-5.352,-5.44
4045,0.66,13.12,59.77,-3.24,2790.25,-3.762,-2.511,-2.544,-3.703,-4.169,-4.798,-5.27,-5.354
4046,0.97,18.64,175.0,-5.085,18404.72,-5.622,-4.346,-4.375,-5.557,-6.03,-6.672,-7.156,-7.242
4047,0.67,12.61,59.09,-5.298,22457.53,-5.831,-4.572,-4.595,-5.766,-6.236,-6.873,-7.352,-7.438
4048,1.06,8.29,96.22,-2.876,2337.43,-3.397,-2.178,-2.193,-3.334,-3.795,-4.418,-4.886,-4.97
4049,1.94,0.85,73.68,-2.482,1392.33,-3.022,-1.705,-1.752,-2.962,-3.441,-4.089,-4.578,-4.663
4050,2.01,0.85,86.46,-6.39,54484.73,-6.948,-5.617,-5.669,-6.87,-7.35,-8.003,-8.498,-8.585
4051,1.39,7.18,175.0,-8.419,355596.81,-8.982,-7.644,-7.691,-8.901,-9.384,-10.049,-10.554,-10.641
4052,1.74,1.32,72.19,-2.096,1361.52,-2.596,-1.481,-1.453,-2.533,-2.976,-3.567,-4.005,-4.087
4053,0.94,10.43,91.64,-4.699,10905.36,-5.264,-3.883,-3.947,-5.192,-5.685,-6.358,-6.87,-6.959
4054,1.65,1.99,89.59,-6.28,51854.29,-6.828,-5.528,-5.565,-6.757,-7.236,-7.887,-8.381,-8.469
4055,1.32,8.41,175.0,-6.454,60305.05,-7.011,-5.688,-5.729,-6.938,-7.422,-8.082,-8.584,-8.673
4056,0.89,7.93,61.68,-2.87,2432.06,-3.403,-2.147,-2.168,-3.338,-3.808,-4.444,-4.922,-5.008
4057,0.77,12.01,70.6,-2.168,1164.69,-2.645,-1.587,-1.556,-2.588,-3.014,-3.581,-3.995,-4.072
4058,1.04,15.96,175.0,-9.552,1099883.0,-10.095,-8.831,-8.853,-10.018,-10.482,-11.117,-11.606,-11.686
4059,1.37,2.96,68.69,-2.882,2114.73,-3.518,-1.906,-2.037,-3.424,-3.958,-4.693,-5.259,-5.354
4060,0.55,40.23,142.2,-3.868,5916.83,-4.404,-3.131,-3.159,-4.338,-4.811,-5.451,-5.934,-6.021
4061,1.66,2.94,133.07,-5.881,33599.17,-6.457,-5.039,-5.116,-6.383,-6.882,-7.564,-8.084,-8.174
4062,1.39,5.05,124.41,-3.506,4760.31,-4.004,-2.887,-2.866,-3.941,-4.382,-4.973,-5.411,-5.493
4063,1.02,16.75,175.0,-6.332,55282.58,-6.875,-5.586,-5.62,-6.807,-7.282,-7.929,-8.417,-8.504
4064,1.12,5.09,67.22,-2.24,1156.17,-2.745,-1.566,-1.578,-2.686,-3.138,-3.747,-4.202,-4.284
4065,1.28,9.19,175.0,-6.566,67440.88,-7.113,-5.811,-5.848,-7.044,-7.523,-8.174,-8.667,-8.755
4066,1.0,17.38,175.0,-7.458,141099.16,-8.031,-6.686,-6.731,-7.944,-8.427,-9.091,-9.601,-9.691
4067,0.58,46.51,175.0,-9.23,789395.19,-9.777,-8.478,-8.515,-9.704,-10.179,-10.823,-11.32,-11.402
4068,0.54,12.54,43.81,-4.722,10750.04,-5.297,-3.886,-3.961,-5.222,-5.721,-6.403,-6.924,-7.014
4069,1.74,0.91,50.34,-3.142,3291.75,-3.69,-2.398,-2.423,-3.619,-4.097,-4.746,-5.238,-5.327
4070,1.47,1.14,33.56,-4.117,6933.9,-4.697,-3.315,-3.369,-4.614,-5.112,-5.794,-6.318,-6.409
4071,1.77,2.97,175.0,-8.521,408562.31,-9.072,-7.78,-7.813,-8.993,-9.471,-10.123,-10.619,-10.705
4072,2.39,0.72,175.0,-9.689,1239032.12,-10.23,-8.948,-8.979,-10.158,-10.626,-11.267,-11.761,-11.841
4073,1.06,11.77,135.29,-6.215,47466.35,-6.8,-5.39,-5.454,-6.718,-7.22,-7.908,-8.434,-8.526
4074,2.34,0.69,151.94,-4.586,10667.3,-5.15,-3.788,-3.845,-5.076,-5.566,-6.235,-6.745,-6.835
4075,1.3,8.7,175.0,-5.742,32051.1,-6.297,-4.977,-5.018,-6.224,-6.707,-7.365,-7.866,-7.955
4076,1.46,4.3,123.99,-6.026,41057.77,-6.581,-5.246,-5.295,-6.51,-6.995,-7.655,-8.157,-8.245
4077,1.22,2.19,36.13,-2.144,1231.6,-2.635,-1.542,-1.515,-2.573,-3.008,-3.59,-4.021,-4.1
4078,2.24,0.54,94.43,-2.6,1918.23,-3.112,-1.936,-1.933,-3.049,-3.502,-4.113,-4.569,-4.653
4079,1.15,12.44,175.0,-6.591,71260.22,-7.141,-5.841,-5.875,-7.069,-7.549,-8.2,-8.695,-8.784
4080,0.85,24.67,174.46,-4.625,12344.07,-5.16,-3.904,-3.925,-5.092,-5.563,-6.201,-6.683,-6.77
4081,0.54,29.8,102.98,-3.002,3139.65,-3.505,-2.375,-2.352,-3.443,-3.889,-4.485,-4.927,-5.01
4082,1.27,6.2,116.42,-3.637,4407.95,-4.157,-2.926,-2.948,-4.097,-4.561,-5.186,-5.655,-5.739
4083,1.87,1.51,110.97,-3.176,2833.37,-3.749,-2.342,-2.418,-3.674,-4.17,-4.849,-5.368,-5.458
4084,2.25,0.98,175.0,-7.283,130606.8,-7.845,-6.499,-6.547,-7.771,-8.256,-8.92,-9.428,-9.518
4085,1.22,10.1,168.56,-7.509,163134.45,-8.066,-6.735,-6.778,-7.994,-8.475,-9.134,-9.639,-9.728
4086,1.42,4.71,123.06,-7.201,121157.65,-7.751,-6.44,-6.479,-7.681,-8.16,-8.81,-9.307,-9.396
4087,1.44,6.37,175.0,-6.768,81356.86,-7.332,-5.98,-6.031,-7.257,-7.746,-8.412,-8.921,-9.011
4088,0.68,7.71,37.32,-2.89,2683.38,-3.391,-2.265,-2.246,-3.327,-3.77,-4.363,-4.805,-4.887
4089,0.57,11.2,41.63,-4.662,12441.05,-5.206,-3.916,-3.948,-5.137,-5.614,-6.262,-6.753,-6.84
4090,1.11,2.63,34.1,-3.338,3595.25,-3.858,-2.64,-2.659,-3.794,-4.254,-4.876,-5.344,-5.429
4091,1.84,2.54,175.0,-8.247,293104.66,-8.825,-7.492,-7.525,-8.726,-9.208,-9.87,-10.377,-10.464
4092,1.48,3.68,111.26,-3.546,4652.72,-4.062,-2.865,-2.865,-4.002,-4.461,-5.077,-5.536,-5.62
4093,2.08,0.55,65.52,-4.74,12584.95,-5.278,-4.007,-4.033,-5.211,-5.684,-6.326,-6.811,-6.897
4094,0.54,9.44,33.07,-2.551,2081.7,-3.074,-1.874,-1.862,-3.011,-3.473,-4.092,-4.555,-4.64
4095,0.81,10.95,70.58,-6.221,43856.82,-6.846,-5.576,-5.559,-6.684,-7.158,-7.814,-8.322,-8.412
4096,2.43,0.36,96.88,-2.638,1874.81,-3.153,-1.966,-1.96,-3.092,-3.549,-4.164,-4.624,-4.707
4097,1.44,4.02,111.98,-4.491,9317.92,-5.06,-3.675,-3.741,-4.985,-5.48,-6.155,-6.671,-6.761
4098,0.91,7.88,64.73,-5.181,19484.1,-5.722,-4.438,-4.47,-5.654,-6.129,-6.774,-7.262,-7.349
4099,1.04,9.55,104.49,-7.506,160170.73,-8.057,-6.743,-6.782,-7.989,-8.465,-9.118,-9.622,-9.711
4100,0.51,53.51,175.0,-7.753,202353.81,-8.311,-7.013,-7.04,-8.227,-8.702,-9.355,-9.854,-9.943
4101,1.38,7.25,175.0,-9.023,646429.44,-9.573,-8.276,-8.311,-9.497,-9.975,-10.621,-11.119,-11.202
4102,0.58,44.84,169.43,-5.233,18456.64,-5.809,-4.414,-4.48,-5.732,-6.229,-6.908,-7.428,-7.519
4103,1.06,15.41,175.0,-9.705,1241495.75,-10.254,-8.973,-8.998,-10.173,-10.642,-11.285,-11.781,-11.862
4104,1.33,2.81,60.45,-2.313,1333.8,-2.882,-1.477,-1.544,-2.812,-3.31,-3.985,-4.499,-4.589
4105,1.88,2.32,175.0,-5.986,37936.85,-6.532,-5.22,-5.265,-6.465,-6.944,-7.596,-8.091,-8.178
4106,0.75,31.22,175.0,-4.578,12668.05,-5.098,-3.907,-3.906,-5.032,-5.489,-6.105,-6.568,-6.653
4107,1.07,10.19,119.07,-8.088,269203.03,-8.642,-7.302,-7.352,-8.57,-9.055,-9.72,-10.226,-10.314
4108,1.44,3.39,93.37,-3.987,5433.84,-4.572,-3.131,-3.216,-4.492,-4.997,-5.688,-6.219,-6.31
4109,2.22,0.68,114.02,-4.474,8462.46,-5.039,-3.655,-3.725,-4.968,-5.46,-6.133,-6.647,-6.734
4110,1.06,15.32,175.0,-7.89,221445.58,-8.445,-7.107,-7.156,-8.373,-8.857,-9.52,-10.029,-10.117
4111,1.19,10.58,164.63,-4.979,16353.65,-5.528,-4.211,-4.252,-5.46,-5.941,-6.595,-7.09,-7.179
4112,0.64,35.5,155.89,-5.561,27072.01,-6.109,-4.801,-4.84,-6.039,-6.518,-7.17,-7.665,-7.753
4113,0.76,22.44,130.12,-3.942,6068.18,-4.477,-3.206,-3.239,-4.41,-4.881,-5.521,-6.005,-6.091
4114,0.71,33.9,175.0,-6.34,54760.78,-6.903,-5.55,-5.601,-6.83,-7.319,-7.987,-8.495,-8.584
4115,1.46,6.0,175.0,-7.457,135610.34,-8.047,-6.596,-6.682,-7.967,-8.469,-9.161,-9.695,-9.787
4116,1.31,7.39,151.68,-7.723,197539.19,-8.273,-6.957,-6.998,-8.202,-8.681,-9.337,-9.839,-9.928
4117,2.16,1.22,175.0,-9.971,1595209.5,-10.517,-9.24,-9.265,-10.434,-10.903,-11.546,-12.043,-12.123
4118,1.84,0.95,64.95,-3.189,3155.36,-3.688,-2.547,-2.542,-3.628,-4.072,-4.669,-5.114,-5.195
4119,1.8,0.82,51.94,-4.307,8647.99,-4.854,-3.57,-3.601,-4.78,-5.256,-5.905,-6.4,-6.487
4120,1.0,11.21,111.75,-4.167,6971.04,-4.933,-3.917,-3.701,-4.539,-4.924,-5.472,-5.9,-5.98
4121,1.94,0.53,45.98,-2.834,2265.58,-3.362,-2.115,-2.134,-3.3,-3.767,-4.398,-4.872,-4.957
4122,1.4,5.07,128.16,-3.559,4994.06,-4.066,-2.912,-2.9,-4.004,-4.454,-5.057,-5.505,-5.589
4123,1.92,2.08,175.0,-5.707,28605.96,-6.268,-4.912,-4.968,-6.195,-6.684,-7.351,-7.858,-7.947
4124,1.24,1.58,27.5,-2.289,1614.9,-2.794,-1.642,-1.634,-2.732,-3.18,-3.781,-4.227,-4.311
4125,1.31,8.59,175.0,-6.446,62059.11,-6.994,-5.689,-5.726,-6.924,-7.404,-8.056,-8.549,-8.638
4126,1.06,15.38,175.0,-6.237,44816.45,-6.824,-5.378,-5.462,-6.745,-7.25,-7.942,-8.472,-8.564
4127,1.84,2.53,175.0,-5.169,17852.07,-5.741,-4.358,-4.417,-5.665,-6.16,-6.837,-7.355,-7.445
4128,2.45,0.58,164.14,-5.924,39940.77,-6.48,-5.163,-5.2,-6.406,-6.889,-7.546,-8.046,-8.135
4129,1.98,0.45,43.13,-3.917,6520.27,-4.451,-3.202,-3.217,-4.383,-4.853,-5.487,-5.967,-6.053
4130,0.96,8.5,77.01,-5.083,18667.85,-5.621,-4.347,-4.372,-5.555,-6.028,-6.67,-7.155,-7.242
4131,1.25,9.83,175.0,-9.924,1522076.25,-10.465,-9.175,-9.209,-10.39,-10.861,-11.506,-12.003,-12.083
4132,1.49,0.95,28.95,-2.559,1719.24,-3.06,-1.915,-1.903,-3.002,-3.449,-4.049,-4.494,-4.575
4133,0.9,8.6,69.11,-4.535,9952.4,-5.098,-3.76,-3.807,-5.022,-5.509,-6.176,-6.685,-6.775
4134,1.61,0.81,33.18,-2.943,2453.2,-3.469,-2.221,-2.249,-3.405,-3.871,-4.502,-4.978,-5.063
4135,0.83,16.47,111.27,-3.169,2861.8,-3.688,-2.464,-2.482,-3.628,-4.089,-4.712,-5.179,-5.262
4136,1.03,3.59,38.72,-2.632,1899.51,-3.191,-1.835,-1.892,-3.121,-3.608,-4.272,-4.776,-4.865
4137,2.03,0.65,69.04,-2.785,2307.35,-3.271,-2.188,-2.162,-3.211,-3.644,-4.221,-4.647,-4.727
4138,1.27,9.49,175.0,-9.639,1210043.0,-10.175,-8.903,-8.932,-10.107,-10.573,-11.211,-11.702,-11.783
4139,1.48,5.74,175.0,-6.897,94995.04,-7.447,-6.145,-6.179,-7.376,-7.856,-8.505,-9.0,-9.089
4140,2.21,0.53,84.68,-5.057,16413.53,-5.759,-4.51,-4.42,-5.502,-5.961,-6.591,-7.076,-7.163
4141,2.49,0.19,59.38,-3.414,3429.07,-3.977,-2.625,-2.681,-3.901,-4.39,-5.058,-5.57,-5.659
4142,2.03,1.65,175.0,-6.344,54657.38,-6.935,-5.655,-5.654,-6.815,-7.288,-7.937,-8.432,-8.52
4143,1.46,5.54,159.91,-6.14,44121.95,-6.704,-5.347,-5.402,-6.629,-7.119,-7.788,-8.298,-8.388
4144,1.72,3.33,175.0,-5.102,19642.37,-5.617,-4.432,-4.432,-5.554,-6.009,-6.623,-7.082,-7.166
4145,1.43,4.39,117.51,-5.492,23086.95,-6.054,-4.687,-4.748,-5.982,-6.472,-7.141,-7.651,-7.74
4146,0.58,46.18,175.0,-7.992,246863.64,-8.541,-7.218,-7.263,-8.47,-8.951,-9.61,-10.114,-10.201
4147,0.88,11.1,84.68,-2.65,1834.85,-3.184,-1.901,-1.939,-3.121,-3.594,-4.235,-4.718,-4.804
4148,0.6,27.67,111.0,-3.534,4318.98,-4.059,-2.827,-2.843,-3.995,-4.46,-5.087,-5.558,-5.643
4149,1.61,4.26,175.0,-5.19,19119.18,-5.724,-4.454,-4.487,-5.661,-6.13,-6.769,-7.25,-7.335
4150,2.24,1.01,175.0,-9.059,681049.75,-9.618,-8.339,-8.358,-9.529,-10.003,-10.642,-11.136,-11.218
4151,1.67,1.78,83.14,-3.419,3825.13,-3.971,-2.632,-2.683,-3.903,-4.388,-5.045,-5.543,-5.632
4152,1.42,5.87,154.58,-5.493,26241.24,-6.037,-4.757,-4.784,-5.967,-6.443,-7.089,-7.579,-7.667
4153,1.71,1.62,83.93,-3.359,3364.81,-3.931,-2.523,-2.595,-3.859,-4.356,-5.035,-5.552,-5.642
4154,1.71,1.1,56.04,-4.912,13885.04,-5.471,-4.116,-4.173,-5.399,-5.887,-6.553,-7.06,-7.149
4155,1.43,2.96,79.9,-4.898,14755.71,-5.414,-4.215,-4.226,-5.35,-5.807,-6.424,-6.887,-6.971
4156,1.29,8.9,175.0,-6.443,58589.95,-7.005,-5.66,-5.708,-6.931,-7.419,-8.084,-8.59,-8.68
4157,1.64,4.01,175.0,-5.018,16184.74,-5.557,-4.275,-4.308,-5.491,-5.965,-6.608,-7.095,-7.181
4158,1.68,2.27,107.8,-6.219,47701.61,-6.763,-5.461,-5.501,-6.696,-7.173,-7.823,-8.314,-8.401
4159,1.71,2.24,113.59,-7.222,125411.7,-7.793,-6.499,-6.516,-7.696,-8.171,-8.818,-9.314,-9.402
4160,0.91,6.26,51.47,-3.096,2675.44,-3.667,-2.251,-2.333,-3.598,-4.092,-4.769,-5.285,-5.373
4161,1.52,5.28,175.0,-9.864,1464512.0,-10.405,-9.134,-9.159,-10.327,-10.794,-11.435,-11.929,-12.009
4162,1.91,2.17,175.0,-8.304,328562.03,-8.857,-7.529,-7.575,-8.785,-9.268,-9.932,-10.435,-10.522
4163,1.45,6.23,175.0,-9.937,1531214.38,-10.477,-9.188,-9.223,-10.403,-10.874,-11.52,-12.018,-12.099
4164,0.6,16.84,66.38,-3.236,3418.49,-3.757,-2.541,-2.553,-3.694,-4.155,-4.777,-5.243,-5.328
4165,0.77,29.39,175.0,-5.593,29090.17,-6.151,-4.848,-4.879,-6.072,-6.554,-7.213,-7.716,-7.806
4166,1.91,1.82,146.44,-5.56,27075.8,-6.097,-4.824,-4.853,-6.031,-6.504,-7.145,-7.63,-7.717
4167,1.11,5.48,70.22,-3.393,3914.81,-3.895,-2.742,-2.738,-3.835,-4.282,-4.883,-5.33,-5.412
4168,1.53,5.14,175.0,-7.131,115456.16,-7.682,-6.369,-6.407,-7.611,-8.092,-8.743,-9.241,-9.33
4169,1.85,2.46,175.0,-7.105,105515.55,-7.666,-6.317,-6.369,-7.593,-8.08,-8.743,-9.252,-9.341
4170,1.01,3.76,38.22,-3.94,5101.56,-4.533,-3.044,-3.145,-4.455,-4.966,-5.665,-6.201,-6.292
4171,0.97,10.87,101.52,-2.753,2305.83,-3.265,-2.094,-2.087,-3.202,-3.655,-4.264,-4.719,-4.803
4172,1.54,5.04,175.0,-7.698,194820.25,-8.254,-6.965,-6.988,-8.171,-8.644,-9.292,-9.788,-9.877
4173,0.88,23.2,175.0,-7.708,199363.55,-8.247,-6.963,-6.994,-8.18,-8.653,-9.297,-9.789,-9.877
4174,1.1,4.46,56.69,-3.407,3705.62,-3.913,-2.749,-2.75,-3.851,-4.3,-4.905,-5.357,-5.439
4175,1.67,3.76,175.0,-6.995,93580.16,-7.56,-6.258,-6.29,-7.471,-7.949,-8.601,-9.102,-9.19
4176,1.34,4.27,94.06,-4.936,15732.75,-5.517,-4.121,-4.177,-5.437,-5.937,-6.62,-7.144,-7.236
4177,0.69,35.45,175.0,-7.167,105636.2,-7.754,-6.389,-6.432,-7.657,-8.146,-8.813,-9.327,-9.417
4178,1.9,2.19,175.0,-9.178,751858.75,-9.733,-8.42,-8.457,-9.655,-10.134,-10.783,-11.285,-11.368
4179,0.79,28.6,175.0,-8.204,295290.69,-8.755,-7.426,-7.475,-8.684,-9.166,-9.827,-10.33,-10.417
4180,1.94,1.99,175.0,-6.908,96389.61,-7.452,-6.165,-6.195,-7.382,-7.859,-8.503,-8.994,-9.082
4181,1.88,1.54,116.36,-7.62,169758.34,-8.179,-6.831,-6.883,-8.107,-8.591,-9.256,-9.766,-9.855
4182,1.34,2.96,65.24,-2.341,1536.17,-2.866,-1.632,-1.646,-2.804,-3.269,-3.896,-4.366,-4.452
4183,1.47,2.41,71.56,-2.692,1843.04,-3.238,-1.926,-1.983,-3.166,-3.643,-4.296,-4.794,-4.882
4184,1.12,13.36,175.0,-7.885,226991.31,-8.425,-7.132,-7.168,-8.357,-8.831,-9.48,-9.974,-10.06
4185,1.93,2.08,175.0,-6.203,48941.7,-6.757,-5.453,-5.494,-6.676,-7.149,-7.793,-8.279,-8.37
4186,0.98,18.16,175.0,-9.495,1020294.0,-10.045,-8.75,-8.782,-9.968,-10.439,-11.084,-11.581,-11.662
4187,0.56,24.67,88.86,-5.33,23404.12,-5.859,-4.623,-4.637,-5.793,-6.259,-6.889,-7.364,-7.449
4188,0.53,51.15,175.0,-9.285,855389.38,-9.831,-8.536,-8.571,-9.759,-10.232,-10.876,-11.372,-11.454
4189,1.63,1.04,44.71,-4.196,7963.43,-4.746,-3.423,-3.465,-4.678,-5.16,-5.815,-6.311,-6.399
4190,0.77,17.41,101.98,-5.466,22461.13,-6.012,-4.702,-4.746,-5.943,-6.423,-7.074,-7.569,-7.656
4191,2.5,0.56,175.0,-6.694,78660.24,-7.238,-5.953,-5.983,-7.168,-7.645,-8.29,-8.78,-8.868
4192,1.66,2.42,109.82,-6.924,102785.73,-7.468,-6.186,-6.213,-7.398,-7.874,-8.517,-9.006,-9.095
4193,2.38,0.49,117.12,-6.889,84338.24,-7.455,-6.082,-6.144,-7.381,-7.873,-8.541,-9.054,-9.143
4194,1.66,0.5,23.04,-2.679,1929.88,-3.26,-1.841,-1.917,-3.18,-3.68,-4.365,-4.889,-4.981
4195,0.6,34.5,138.13,-7.742,186334.06,-8.293,-6.959,-7.01,-8.224,-8.705,-9.364,-9.868,-9.957
4196,1.54,2.51,87.95,-3.013,2786.66,-3.548,-2.288,-2.31,-3.482,-3.952,-4.589,-5.07,-5.157
4197,0.63,36.71,157.79,-5.716,28370.4,-6.271,-4.929,-4.983,-6.201,-6.686,-7.348,-7.851,-7.939
4198,1.06,2.96,33.66,-2.215,1106.54,-2.691,-1.621,-1.603,-2.635,-3.062,-3.631,-4.049,-4.125
4199,0.87,23.73,175.0,-6.093,43485.8,-6.661,-5.295,-5.348,-6.586,-7.078,-7.749,-8.261,-8.351
4200,0.83,13.32,89.83,-3.292,3593.89,-3.826,-2.556,-2.584,-3.762,-4.234,-4.872,-5.352,-5.438
4201,1.19,6.29,96.61,-2.568,2162.95,-3.101,-1.857,-1.863,-3.036,-3.505,-4.138,-4.613,-4.701
4202,1.34,4.13,90.36,-2.975,2470.11,-3.499,-2.27,-2.287,-3.435,-3.898,-4.525,-4.997,-5.082
4203,1.0,17.4,175.0,-8.406,371055.78,-8.968,-7.662,-7.692,-8.882,-9.361,-10.019,-10.518,-10.604
4204,2.32,0.84,175.0,-5.211,20030.73,-5.764,-4.447,-4.486,-5.692,-6.175,-6.831,-7.329,-7.418
4205,0.65,39.41,175.0,-7.828,217814.77,-8.378,-7.062,-7.102,-8.307,-8.786,-9.444,-9.946,-10.035
4206,0.99,13.93,137.05,-6.506,64938.31,-7.068,-5.727,-5.773,-6.994,-7.481,-8.145,-8.65,-8.739
4207,1.27,4.32,80.23,-2.961,2641.38,-3.448,-2.369,-2.338,-3.386,-3.818,-4.395,-4.821,-4.9
4208,1.91,1.49,119.96,-5.214,18856.86,-5.755,-4.466,-4.502,-5.688,-6.163,-6.808,-7.297,-7.384
4209,1.8,2.8,175.0,-7.223,118363.52,-7.789,-6.43,-6.486,-7.713,-8.199,-8.861,-9.37,-9.458
4210,1.14,12.66,175.0,-5.622,28137.86,-6.176,-4.852,-4.894,-6.105,-6.588,-7.247,-7.748,-7.836
4211,1.88,1.35,101.55,-7.245,122654.35,-7.843,-6.519,-6.532,-7.724,-8.205,-8.86,-9.365,-9.454
4212,1.24,10.06,175.0,-7.656,173970.3,-8.231,-6.875,-6.922,-8.144,-8.63,-9.3,-9.815,-9.906
4213,1.75,1.02,57.04,-5.425,25371.49,-5.965,-4.696,-4.722,-5.895,-6.368,-7.01,-7.496,-7.583
4214,2.37,0.74,175.0,-7.745,193219.3,-8.31,-6.988,-7.023,-8.225,-8.705,-9.363,-9.868,-9.957
4215,1.74,0.7,38.03,-3.169,3182.89,-3.717,-2.402,-2.435,-3.651,-4.133,-4.786,-5.28,-5.368
4216,1.5,1.84,57.71,-3.95,6109.95,-4.473,-3.24,-3.262,-4.41,-4.874,-5.501,-5.972,-6.057
4217,1.1,10.99,138.32,-8.751,495366.62,-9.315,-7.987,-8.028,-9.232,-9.716,-10.374,-10.878,-10.964
4218,2.06,1.36,154.19,-7.9,226761.27,-8.464,-7.134,-7.172,-8.38,-8.862,-9.523,-10.029,-10.117
4219,1.81,1.65,107.2,-7.997,240929.06,-8.557,-7.225,-7.269,-8.476,-8.96,-9.624,-10.132,-10.22
4220,0.82,26.37,175.0,-8.929,579119.88,-9.499,-8.202,-8.223,-9.402,-9.879,-10.525,-11.023,-11.107
4221,1.56,4.81,175.0,-8.788,510800.44,-9.348,-8.037,-8.073,-9.265,-9.744,-10.395,-10.895,-10.981
4222,1.64,1.36,58.76,-4.16,8391.15,-4.668,-3.506,-3.496,-4.608,-5.059,-5.665,-6.115,-6.198
4223,1.81,2.69,175.0,-6.71,74742.25,-7.264,-5.939,-5.983,-7.192,-7.676,-8.333,-8.833,-8.921
4224,1.57,4.15,152.94,-8.931,601848.0,-9.487,-8.179,-8.214,-9.408,-9.887,-10.536,-11.036,-11.12
4225,1.48,5.16,156.54,-4.38,8737.05,-4.911,-3.648,-3.678,-4.848,-5.317,-5.953,-6.432,-6.517
4226,1.16,9.42,136.82,-8.442,366506.38,-9.0,-7.655,-7.708,-8.927,-9.413,-10.079,-10.587,-10.673
4227,1.06,15.24,175.0,-9.883,1476944.12,-10.425,-9.138,-9.17,-10.349,-10.82,-11.464,-11.961,-12.042
4228,0.99,18.08,175.0,-7.404,139822.0,-7.97,-6.603,-6.66,-7.896,-8.384,-9.052,-9.565,-9.655
4229,0.69,16.22,78.72,-2.416,1424.95,-2.933,-1.719,-1.733,-2.873,-3.333,-3.954,-4.419,-4.502
4230,0.87,23.59,175.0,-8.019,255346.55,-8.564,-7.276,-7.309,-8.489,-8.962,-9.61,-10.105,-10.191
4231,0.97,5.4,49.97,-2.044,1231.24,-2.561,-1.372,-1.364,-2.5,-2.958,-3.574,-4.033,-4.117
4232,1.64,3.97,175.0,-8.957,617755.31,-9.512,-8.202,-8.239,-9.435,-9.915,-10.564,-11.064,-11.148
4233,0.63,41.42,175.0,-7.714,194831.7,-8.264,-6.948,-6.988,-8.193,-8.672,-9.328,-9.83,-9.919
4234,1.7,3.49,175.0,-5.952,38426.09,-6.524,-5.146,-5.203,-6.447,-6.942,-7.617,-8.132,-8.224
4235,1.3,4.33,87.28,-4.942,14449.87,-5.503,-4.16,-4.21,-5.428,-5.916,-6.582,-7.091,-7.18
4236,1.88,1.36,103.49,-6.155,45793.34,-6.687,-5.425,-5.452,-6.622,-7.093,-7.73,-8.21,-8.296
4237,1.64,2.35,102.85,-6.643,67576.33,-7.214,-5.936,-5.948,-7.113,-7.586,-8.23,-8.721,-8.808
4238,2.46,0.51,146.14,-3.949,6097.11,-4.465,-3.261,-3.277,-4.402,-4.859,-5.476,-5.941,-6.024
4239,1.73,0.98,53.07,-2.237,1303.56,-2.719,-1.646,-1.623,-2.659,-3.087,-3.66,-4.082,-4.161
4240,1.36,2.32,53.78,-3.685,4438.16,-4.24,-2.909,-2.956,-4.168,-4.652,-5.312,-5.815,-5.904
4241,1.22,7.39,121.68,-6.454,61417.48,-7.0,-5.711,-5.743,-6.929,-7.406,-8.054,-8.546,-8.634
4242,2.48,0.44,133.47,-5.185,18338.27,-5.75,-4.386,-4.441,-5.677,-6.168,-6.839,-7.35,-7.439
4243,1.66,2.72,123.89,-3.913,6341.85,-4.439,-3.213,-3.228,-4.373,-4.836,-5.463,-5.935,-6.02
4244,1.18,11.15,168.25,-8.799,534539.81,-9.354,-8.055,-8.087,-9.274,-9.752,-10.401,-10.898,-10.983
4245,1.51,1.25,40.27,-4.473,8644.04,-5.058,-3.593,-3.689,-4.983,-5.488,-6.18,-6.709,-6.799
4246,2.48,0.58,175.0,-8.242,303890.5,-8.804,-7.468,-7.512,-8.723,-9.207,-9.87,-10.373,-10.46
4247,1.31,6.06,124.27,-3.897,5402.41,-4.426,-3.159,-3.192,-4.365,-4.835,-5.47,-5.949,-6.033
4248,1.55,2.24,79.14,-2.007,1203.01,-2.537,-1.304,-1.311,-2.471,-2.937,-3.566,-4.039,-4.126
4249,1.66,2.18,99.52,-5.284,21700.76,-5.819,-4.556,-4.582,-5.752,-6.223,-6.862,-7.343,-7.43
